,Ticker,Price_Present,Price_Future,Label
585,ABD,12.65,13.0,2
586,ABD,11.6,12.7,0
587,ABD,12.8,8.07,1
588,ABD,7.95,8.86,0
589,ABD,9.27,7.73,1
590,ABD,8.21,9.64,0
591,ABD,9.78,9.15,1
592,ABD,8.92,9.03,2
593,ABD,,,ABD
594,ABG,20.61,19.68,1
595,ABG,19.11,23.04,0
596,ABG,25.25,26.45,0
597,ABG,27.72,25.51,1
598,ABG,25.51,30.55,0
599,ABG,31.24,34.22,0
600,ABG,33.12,41.59,0
601,ABG,38.09,46.82,0
602,ABG,46.82,48.99,0
603,ABG,48.99,47.95,2
604,ABG,49.08,64.88,0
605,ABG,60.09,71.86,0
606,ABG,70.34,64.98,1
607,ABG,61.46,74.04,0
608,ABG,77.71,85.64,0
609,ABG,86.97,86.94,2
610,ABG,87.87,80.55,1
611,ABG,78.99,47.97,1
612,ABG,51.62,53.28,0
613,ABG,62.61,60.06,1
614,ABG,60.06,50.35,1
615,ABG,50.55,65.15,0
616,ABG,65.85,56.15,1
617,ABG,63.65,53.95,1
618,ABG,53.8,61.6,0
619,ABG,59.05,75.15,0
620,ABG,67.8,69.2,2
621,ABG,69.2,68.2,2
622,ABG,68.65,67.01,2
623,ABG,65.92,68.92,0
624,ABG,71.79,77.19,0
625,ABG,79.84,92.93,0
626,ABG,92.08,103.13,0
627,ABG,103.46,99.43,1
628,ABG,,,ABG
629,ABM,21.38,22.32,0
630,ABM,26.57,25.21,1
631,ABM,24.83,21.97,1
632,ABM,22.32,18.92,1
633,ABM,18.92,21.03,0
634,ABM,21.0,23.82,0
635,ABM,22.79,21.53,1
636,ABM,20.39,19.21,1
637,ABM,19.4,19.55,2
638,ABM,20.33,22.17,0
639,ABM,21.98,24.66,0
640,ABM,25.16,25.6,2
641,ABM,25.6,27.6,0
642,ABM,27.6,28.88,0
643,ABM,28.14,26.99,1
644,ABM,26.51,27.96,0
645,ABM,27.96,27.19,2
646,ABM,28.03,31.07,0
647,ABM,29.37,32.71,0
648,ABM,33.16,30.25,1
649,ABM,30.25,29.02,1
650,ABM,28.65,31.78,0
651,ABM,31.85,37.27,0
652,ABM,37.27,38.58,0
653,ABM,40.42,42.95,0
654,ABM,40.47,43.44,0
655,ABM,42.5,43.99,0
656,ABM,43.99,40.21,1
657,ABM,40.04,43.33,0
658,ABM,38.23,33.54,1
659,ABM,36.29,32.18,1
660,ABM,32.18,33.75,0
661,ABM,33.75,28.2,1
662,ABM,30.19,34.96,0
663,ABM,33.57,39.36,0
664,ABM,39.78,35.34,1
665,ABM,35.34,38.14,0
666,ABM,,,ABM
667,ABMC,0.13,0.13,2
668,ABMC,0.13,0.16,0
669,ABMC,0.17,0.17,2
670,ABMC,0.19,0.19,2
671,ABMC,0.18,0.14,1
672,ABMC,0.18,0.22,0
673,ABMC,0.2,0.14,1
674,ABMC,0.17,0.14,1
675,ABMC,0.14,0.17,0
676,ABMC,0.12,0.12,2
677,ABMC,0.11,0.13,0
678,ABMC,0.13,0.12,1
679,ABMC,0.12,0.14,0
680,ABMC,0.14,0.12,1
681,ABMC,0.12,0.11,1
682,ABMC,0.12,0.14,0
683,ABMC,0.14,0.15,0
684,ABMC,0.15,0.14,1
685,ABMC,0.12,0.14,0
686,ABMC,0.13,0.12,1
687,ABMC,0.12,0.11,1
688,ABMC,0.11,0.1,1
689,ABMC,0.11,0.1,1
690,ABMC,0.1,0.1,2
691,ABMC,0.1,0.14,0
692,ABMC,0.14,0.11,1
693,ABMC,0.09,0.09,2
694,ABMC,0.09,0.09,2
695,ABMC,0.09,0.1,0
696,ABMC,0.12,0.09,1
697,ABMC,0.07,0.07,2
698,ABMC,0.1,0.07,1
699,ABMC,0.07,0.07,2
700,ABMC,,,ABMC
701,ABMC,,,ABMC
702,ABMD,17.81,11.74,1
703,ABMD,11.54,18.74,0
704,ABMD,18.74,22.7,0
705,ABMD,23.55,23.11,2
706,ABMD,19.77,22.94,0
707,ABMD,22.44,13.34,1
708,ABMD,13.48,14.41,0
709,ABMD,13.54,19.99,0
710,ABMD,22.17,22.62,2
711,ABMD,22.05,26.15,0
712,ABMD,27.19,26.97,2
713,ABMD,26.51,21.99,1
714,ABMD,21.71,26.07,0
715,ABMD,25.35,31.66,0
716,ABMD,32.99,57.69,0
717,ABMD,51.74,63.22,0
718,ABMD,60.57,98.23,0
719,ABMD,94.32,81.09,1
720,ABMD,80.28,92.0,0
721,ABMD,81.53,94.77,0
722,ABMD,98.8,118.76,0
723,ABMD,118.58,102.51,1
724,ABMD,104.7,110.5,0
725,ABMD,104.96,129.89,0
726,ABMD,135.88,147.67,0
727,ABMD,146.78,188.89,0
728,ABMD,190.05,248.2,0
729,ABMD,232.11,347.57,0
730,ABMD,394.46,381.03,1
731,ABMD,372.2,384.13,0
732,ABMD,389.85,344.78,1
733,ABMD,344.28,268.95,1
734,ABMD,262.64,189.59,1
735,ABMD,204.87,216.79,0
736,ABMD,207.58,186.29,1
737,ABMD,,,ABMD
738,ABT,43.84,52.35,0
739,ABT,51.53,53.35,0
740,ABT,54.38,47.94,1
741,ABT,50.19,50.18,2
742,ABT,49.98,50.92,2
743,ABT,50.92,45.69,1
744,ABT,46.88,53.82,0
745,ABT,52.52,48.06,1
746,ABT,48.77,53.33,0
747,ABT,53.33,55.39,0
748,ABT,56.16,61.81,0
749,ABT,62.6,65.9,0
750,ABT,66.03,64.52,2
751,ABT,64.52,34.39,1
752,ABT,34.61,35.36,2
753,ABT,36.29,35.92,2
754,ABT,36.1,37.56,0
755,ABT,37.64,37.18,2
756,ABT,38.82,39.56,2
757,ABT,38.69,41.53,0
758,ABT,41.78,43.66,0
759,ABT,43.69,45.5,0
760,ABT,47.37,49.01,0
761,ABT,46.54,50.32,0
762,ABT,50.51,45.18,1
763,ABT,45.18,37.41,1
764,ABT,38.53,37.24,1
765,ABT,38.1,44.81,0
766,ABT,44.95,38.38,1
767,ABT,38.38,42.78,0
768,ABT,44.69,43.08,1
769,ABT,43.72,49.16,0
770,ABT,49.23,54.37,0
771,ABT,54.37,61.69,0
772,ABT,60.17,60.77,2
773,ABT,57.85,64.58,0
774,ABT,64.78,70.15,0
775,ABT,68.94,72.98,0
776,ABT,76.13,76.26,2
777,ABT,78.74,86.08,0
778,ABT,87.1,83.61,1
779,ABT,83.61,87.14,0
780,ABT,,,ABT
781,ABTL,4.7,4.54,1
782,ABTL,4.5,4.6,2
783,ABTL,3.7,4.78,0
784,ABTL,4.78,3.6,1
785,ABTL,3.69,3.99,0
786,ABTL,4.11,4.32,0
787,ABTL,4.56,4.91,0
788,ABTL,4.49,5.49,0
789,ABTL,5.61,7.61,0
790,ABTL,8.29,14.79,0
791,ABTL,12.37,11.2,1
792,ABTL,13.43,8.02,1
793,ABTL,10.96,9.24,1
794,ABTL,9.35,9.92,0
795,ABTL,10.38,17.37,0
796,ABTL,14.35,17.89,0
797,ABTL,15.82,21.07,0
798,ABTL,19.14,15.1,1
799,ABTL,19.72,14.02,1
800,ABTL,15.98,17.0,0
801,ABTL,15.27,11.04,1
802,ABTL,16.06,13.66,1
803,ABTL,13.02,13.35,2
804,ABTL,13.59,8.21,1
805,ABTL,10.87,7.5,1
806,ABTL,6.76,7.88,0
807,ABTL,3.43,4.49,0
808,ABTL,3.7,3.75,2
809,ABTL,3.75,2.33,1
810,ABTL,2.26,3.58,0
811,ABTL,4.13,3.52,1
812,ABTL,3.31,2.41,1
813,ABTL,3.1,2.44,1
814,ABTL,2.44,2.1,1
815,ABTL,,,ABTL
816,AC,33.2,33.2,2
817,AC,33.2,33.2,2
818,AC,33.2,33.2,2
819,AC,33.2,25.3,1
820,AC,25.3,30.42,0
821,AC,30.31,31.29,0
822,AC,31.12,33.85,0
823,AC,33.1,36.3,0
824,AC,38.1,34.75,1
825,AC,33.55,32.95,2
826,AC,33.75,37.45,0
827,AC,34.35,34.9,2
828,AC,37.3,38.1,2
829,AC,37.05,38.8,0
830,AC,37.0,45.84,0
831,AC,44.27,42.85,1
832,AC,44.3,37.0,1
833,AC,39.77,36.67,1
834,AC,36.67,39.16,0
835,AC,,,AC
836,AC,,,AC
837,ACA,28.57,29.5,0
838,ACA,29.5,30.29,2
839,ACA,37.43,34.39,1
840,ACA,35.16,39.22,0
841,ACA,38.41,43.75,0
842,ACA,,,ACA
843,ACAD,1.35,1.13,1
844,ACAD,1.2,1.81,0
845,ACAD,1.48,1.34,1
846,ACAD,1.54,1.5,2
847,ACAD,1.5,2.24,0
848,ACAD,2.27,6.28,0
849,ACAD,6.31,17.76,0
850,ACAD,12.03,20.39,0
851,ACAD,20.68,21.0,2
852,ACAD,21.0,22.69,0
853,ACAD,30.1,20.7,1
854,ACAD,19.16,21.34,0
855,ACAD,20.77,27.19,0
856,ACAD,28.21,33.47,0
857,ACAD,37.78,40.1,0
858,ACAD,36.56,39.14,0
859,ACAD,45.15,36.75,1
860,ACAD,41.54,19.36,1
861,ACAD,17.26,35.43,0
862,ACAD,27.05,36.49,0
863,ACAD,36.48,21.69,1
864,ACAD,22.99,38.19,0
865,ACAD,38.11,25.65,1
866,ACAD,32.26,33.21,2
